StudentID,Name,Gender,AttendanceRate,StudyHoursPerWeek,PreviousGrade,ExtracurricularActivities,ParentalSupport,FinalGrade,Study Hours
1.0,John,0.0,0.5999999999999996,0.3181818181818182,1.0,0.3333333333333333,1.0,A,0.98
2.0,Sarah,1.0,0.7999999999999998,0.5454545454545455,1.0,0.6666666666666666,0.5,A,0.72
3.0,Alex,0.0,0.3199999999999998,0.0909090909090909,0.5,0.0,0.0,B,0.96
4.0,Michael,0.0,0.8799999999999999,0.7727272727272728,1.0,1.0,1.0,A,0.79
7.0,Daniel,0.0,0.0,0.0,0.0,0.0,0.0,C,0.95
9.0,James,0.0,0.48,0.1818181818181817,0.5,0.6666666666666666,0.0,B,0.8600000000000001
10.0,Isabella,1.0,0.8399999999999999,0.6363636363636364,1.0,1.0,1.0,A,0.79
4611.0,Katherine Gray,1.0,0.8399999999999999,0.4545454545454546,1.0,0.0,0.0,C,0.67
6514.0,Megan Miller,0.0,0.7999999999999998,0.0,1.0,0.3333333333333333,0.5,A,0.63
8573.0,James Smith,1.0,0.7199999999999998,0.1818181818181817,1.0,0.3333333333333333,1.0,A,0.91
5386.0,James Reynolds,0.0,0.8799999999999999,0.6363636363636364,1.0,1.0,0.0,A,0.7
3340.0,Brittany Sutton,1.0,0.3199999999999998,0.7727272727272728,0.5,0.6666666666666666,0.5,A,0.71
6930.0,Annette Medina,0.0,0.3199999999999998,0.1818181818181817,1.0,0.6666666666666666,1.0,A,0.5800000000000001
2040.0,James Duncan,1.0,0.0,0.6363636363636364,1.0,0.6666666666666666,0.5,B,0.93
9837.0,Susan Brown,0.0,0.8399999999999999,1.0,1.0,0.3333333333333333,1.0,A,0.94
8177.0,Peter Jones,1.0,0.7999999999999998,0.7727272727272728,1.0,0.6666666666666666,0.5,A,0.79
4510.0,Daniel Erickson,0.0,0.8399999999999999,0.6363636363636364,1.0,1.0,0.5,C,0.6
4139.0,Benjamin Vance,0.0,0.48,0.409090909090909,0.5,0.0,1.0,A,0.73
3536.0,Scott Davidson,0.0,0.7199999999999998,0.7727272727272728,1.0,1.0,0.0,B,0.53
1821.0,Alexandra Harrington,1.0,0.48,0.1818181818181817,0.5,0.3333333333333333,0.0,A,0.93
4853.0,Richard Johnson,1.0,0.7999999999999998,0.6363636363636364,1.0,1.0,0.0,A,0.81
1152.0,Jerry Browning,1.0,0.8399999999999999,0.6363636363636364,1.0,0.6666666666666666,0.0,A,0.75
2127.0,Carrie Page,0.0,1.0,0.4545454545454546,0.5,0.3333333333333333,0.0,A,0.81
5905.0,Michelle Benjamin,0.0,0.3199999999999998,0.4545454545454546,1.0,0.6666666666666666,0.0,B,0.5800000000000001
6617.0,James Woods,0.0,0.7199999999999998,0.1818181818181817,1.0,0.6666666666666666,1.0,A,0.8200000000000001
1058.0,Angela Dunn,1.0,0.3199999999999998,0.4545454545454546,0.5,0.3333333333333333,0.0,C,0.78
3442.0,Nathan Riley,0.0,1.0,0.6363636363636364,0.5,0.0,0.5,B,0.52
6862.0,Shelby Mahoney,0.0,0.8799999999999999,0.5454545454545455,1.0,0.6666666666666666,0.5,A,0.8700000000000001
3900.0,Andrea Frey,1.0,0.5999999999999996,0.0909090909090909,1.0,0.0,0.0,A,0.63
7267.0,Justin Martin,0.0,0.5999999999999996,0.7727272727272728,1.0,0.3333333333333333,0.5,A,0.91
1387.0,Mark Hartman,0.0,0.0,1.0,1.0,0.6666666666666666,0.5,A,0.8200000000000001
1452.0,Antonio Hansen,0.0,0.7199999999999998,0.0909090909090909,1.0,0.6666666666666666,1.0,A,0.8
8149.0,Lynn Anderson,0.0,0.0,0.6363636363636364,1.0,0.6666666666666666,1.0,C,0.5
6967.0,Michael Cooley,1.0,0.7999999999999998,1.0,1.0,0.3333333333333333,0.0,A,0.8600000000000001
7691.0,Mitchell Sanders,1.0,0.0,0.4545454545454546,0.5,0.0,1.0,C,0.8300000000000001
8618.0,Lisa Castillo,1.0,0.5999999999999996,0.7727272727272728,0.5,0.3333333333333333,0.0,B,0.8300000000000001
2530.0,Theresa Rodriguez,0.0,0.7199999999999998,0.7727272727272728,1.0,0.0,1.0,A,0.62
8461.0,Kimberly Wood,1.0,0.8399999999999999,0.7727272727272728,0.0,0.3333333333333333,0.5,A,0.57
2746.0,Patricia Cox,1.0,0.8799999999999999,0.0909090909090909,0.5,0.3333333333333333,1.0,B,0.62
3184.0,Kimberly Blair,1.0,0.48,0.1818181818181817,1.0,0.3333333333333333,0.5,A,0.91
9976.0,Jason Ramirez,1.0,0.3199999999999998,0.409090909090909,1.0,0.6666666666666666,1.0,A,0.88
4919.0,Gail Dudley,1.0,0.5999999999999996,0.5454545454545455,1.0,1.0,0.5,A,0.66
3267.0,John West,0.0,0.8799999999999999,0.0,0.5,1.0,1.0,C,0.7
7812.0,Patricia Carr,0.0,0.8799999999999999,0.0,0.0,1.0,0.0,A,0.93
8814.0,David Nunez,0.0,1.0,0.4545454545454546,0.0,0.0,0.0,B,0.9
4595.0,Collin Peterson,1.0,0.0,0.409090909090909,1.0,0.0,0.5,C,0.8600000000000001
9751.0,Rebecca Smith,0.0,0.0,0.6363636363636364,1.0,0.3333333333333333,1.0,C,0.57
1823.0,Lisa Benjamin,1.0,0.0,1.0,1.0,0.3333333333333333,0.5,A,0.88
7906.0,Desiree Reyes,1.0,0.7999999999999998,0.409090909090909,1.0,0.6666666666666666,1.0,A,0.61
1508.0,Megan Diaz,0.0,0.8799999999999999,0.3181818181818182,1.0,0.0,1.0,B,0.74
8619.0,Joseph Adams,1.0,1.0,0.0909090909090909,1.0,1.0,0.0,A,0.89
2771.0,Sharon Watson,0.0,0.7199999999999998,0.6363636363636364,0.0,0.0,0.0,A,0.54
2669.0,Tiffany Smith,1.0,0.8399999999999999,0.5454545454545455,1.0,0.3333333333333333,0.5,B,0.71
9289.0,Alexander Preston,1.0,0.5999999999999996,0.0,1.0,0.6666666666666666,0.5,A,0.8200000000000001
8135.0,Randall Hickman,0.0,0.48,0.4545454545454546,1.0,0.6666666666666666,0.5,A,0.72
6280.0,David Hernandez,0.0,0.7999999999999998,0.4545454545454546,1.0,1.0,0.5,A,0.81
1470.0,Michelle Jones,1.0,1.0,0.0909090909090909,1.0,1.0,0.5,A,0.0
1166.0,Tonya Gonzalez,0.0,0.7999999999999998,0.7727272727272728,0.0,0.3333333333333333,0.0,A,0.8500000000000001
8342.0,Sarah Johnson,0.0,0.7999999999999998,0.4545454545454546,1.0,0.0,0.0,A,0.65
8753.0,Grace Valencia,1.0,0.0,0.1818181818181817,1.0,0.3333333333333333,0.0,A,0.64
8216.0,Laura Cortez,1.0,0.3199999999999998,0.3181818181818182,1.0,0.3333333333333333,1.0,A,0.7
3485.0,Lori Miller,0.0,0.8399999999999999,0.4545454545454546,1.0,1.0,1.0,B,0.88
9561.0,Lori Gomez PhD,1.0,0.5999999999999996,0.409090909090909,1.0,1.0,0.5,A,0.78
4824.0,Maria Carter,1.0,0.8399999999999999,0.7727272727272728,0.0,0.6666666666666666,0.0,A,0.8200000000000001
2169.0,Daniel Hood,0.0,0.3199999999999998,0.4545454545454546,1.0,1.0,0.5,A,0.56
7594.0,Amanda Hernandez,1.0,0.48,0.1818181818181817,1.0,0.3333333333333333,1.0,A,0.52
8708.0,Taylor Merritt DVM,1.0,0.7199999999999998,0.0909090909090909,1.0,0.0,0.0,A,0.98
8451.0,Nathan Navarro,0.0,1.0,0.4545454545454546,1.0,0.6666666666666666,0.5,B,0.91
7770.0,Lisa Zimmerman,0.0,0.8799999999999999,0.1818181818181817,1.0,1.0,0.5,A,0.88
9165.0,Angelica Steele,1.0,0.48,0.4545454545454546,0.0,0.3333333333333333,0.5,A,0.73
4122.0,Gregory Daniels,0.0,0.7999999999999998,0.4545454545454546,0.0,0.3333333333333333,0.0,A,0.91
9022.0,Eric Davis,0.0,0.5999999999999996,0.1818181818181817,1.0,0.3333333333333333,0.5,B,0.88
7325.0,Ruth Davis,0.0,0.5999999999999996,0.3181818181818182,0.5,0.6666666666666666,0.0,A,0.93
1474.0,Alison Lang,0.0,1.0,0.3181818181818182,1.0,0.3333333333333333,0.5,C,0.57
8237.0,Robert Howard,1.0,0.8399999999999999,0.4545454545454546,0.0,0.6666666666666666,0.5,A,0.6
2747.0,Rebecca Brown,0.0,0.0,0.6363636363636364,1.0,1.0,0.5,A,0.51
4115.0,Derek Parks,1.0,0.3199999999999998,0.5454545454545455,1.0,0.6666666666666666,0.5,A,0.79
2476.0,Jennifer Baker,1.0,1.0,0.0,0.5,1.0,1.0,B,0.94
3695.0,Diana Schultz,1.0,0.5999999999999996,0.4545454545454546,1.0,0.6666666666666666,0.5,A,0.57
7242.0,Heather Johnson,1.0,0.7999999999999998,0.7727272727272728,1.0,0.3333333333333333,0.0,B,0.66
2035.0,Robert Lowery,1.0,0.7199999999999998,0.0,1.0,0.0,1.0,A,0.65
6942.0,Brent Burns,0.0,1.0,0.1818181818181817,1.0,0.3333333333333333,0.5,A,0.59
2501.0,Melissa Barber,0.0,0.8399999999999999,0.3181818181818182,1.0,0.3333333333333333,1.0,B,0.89
1258.0,Courtney Haas,0.0,0.7199999999999998,0.3181818181818182,0.5,0.0,0.0,A,0.8700000000000001
6931.0,Sarah Ross,0.0,0.5999999999999996,0.1818181818181817,1.0,1.0,1.0,B,0.65
8433.0,Jaime Nguyen,1.0,0.7999999999999998,0.5454545454545455,0.5,1.0,0.5,A,0.94
2099.0,Christina Thompson,0.0,0.7999999999999998,0.5454545454545455,0.0,0.6666666666666666,0.0,A,0.91
3535.0,Tracy Gibbs,1.0,0.8799999999999999,0.5454545454545455,1.0,0.6666666666666666,0.5,A,0.88
3972.0,Robert Davis,0.0,0.8399999999999999,0.0,1.0,0.0,0.0,A,0.55
1861.0,James Stewart,0.0,0.3199999999999998,0.6363636363636364,1.0,0.6666666666666666,0.5,A,0.8300000000000001
7785.0,Brent Mendoza,1.0,0.8799999999999999,0.1818181818181817,1.0,0.3333333333333333,0.5,A,0.64
9633.0,Dawn Taylor,1.0,0.5999999999999996,0.7727272727272728,0.0,1.0,1.0,A,0.6
5186.0,Larry Brown,1.0,1.0,0.5454545454545455,1.0,0.3333333333333333,0.0,C,0.59
9196.0,Miss Teresa Hernandez MD,1.0,0.7999999999999998,0.0,1.0,0.0,1.0,A,0.96
7626.0,Edward Baker,1.0,0.7199999999999998,0.5454545454545455,0.0,0.3333333333333333,0.5,B,0.9
6928.0,Diana Gould,0.0,0.0,0.5454545454545455,1.0,0.0,0.0,C,0.76
6752.0,Paul Hull,0.0,0.8799999999999999,0.5454545454545455,0.5,0.6666666666666666,1.0,B,0.8
3902.0,Allison Hamilton,1.0,0.5999999999999996,0.6363636363636364,1.0,0.3333333333333333,0.0,A,0.8200000000000001
6179.0,John King,0.0,0.5999999999999996,0.5454545454545455,1.0,0.3333333333333333,0.0,A,0.9
9307.0,Connie Cooper,1.0,0.5999999999999996,0.6363636363636364,0.5,0.3333333333333333,0.5,A,0.8300000000000001
5059.0,Michaela Powell,1.0,0.5999999999999996,0.1818181818181817,0.5,1.0,1.0,A,0.0
7697.0,Lawrence Roberts,1.0,0.8399999999999999,0.3181818181818182,1.0,0.6666666666666666,0.5,A,0.78
5128.0,Nicholas Robinson DDS,0.0,1.0,0.5454545454545455,1.0,0.0,0.5,A,0.98
3112.0,Jill Smith,0.0,0.7199999999999998,0.1818181818181817,0.0,0.3333333333333333,1.0,B,0.55
9331.0,Michael Burns,1.0,0.5999999999999996,1.0,1.0,0.0,1.0,A,0.97
4711.0,Adam Weaver,0.0,0.3199999999999998,0.5454545454545455,1.0,0.6666666666666666,0.0,B,0.92
6517.0,Melvin Mcgee,0.0,0.8399999999999999,0.0,0.5,0.0,1.0,A,0.9
1715.0,William Banks,1.0,1.0,0.7727272727272728,1.0,1.0,0.5,A,0.62
5670.0,Gregory Davila,0.0,0.3199999999999998,0.4545454545454546,1.0,0.6666666666666666,1.0,C,0.55
6727.0,Rebekah Finley,0.0,0.0,0.3181818181818182,0.0,0.6666666666666666,0.5,A,0.69
4678.0,Robert Martinez,0.0,1.0,0.5454545454545455,1.0,0.0,1.0,A,0.64
